0,1,2,3,4,5
"channel-id=""-1""","tvg-id=""x""","tvg-logo=""https://provider-static.plex.tv/epg/images/ott_channels/logos/cinereal_logo_dark_v3.png""","group-title=""x""", cine real,https://olympusamagi.amagi.tv/hls/amagi_hls_data_olympusat-cinereal-latam-plex/cdn/playlist.m3u8?us_privacy=1---&did=62274240-07e7-5d94-8dc8-ef68cf19e175&dnt=0&x-plex-token=6bslyfjzzvyw_ngsjtwh&channelid=608b7095a09205002da4f295
"channel-id=""-1""","tvg-id=""x""","tvg-logo=""https://provider-static.plex.tv/epg/images/ott_channels/logos/cinereal_logo_dark_v3.png""","group-title=""x""", cine real,https://olympusamagi.amagi.tv/hls/amagi_hls_data_olympusat-cinereal-latam-plex/cdn/playlist.m3u8?us_privacy=1---&did=62274240-07e7-5d94-8dc8-ef68cf19e175&dnt=0&x-plex-token=6bslyfjzzvyw_ngsjtwh&channelid=608b7095a09205002da4f295
"channel-id=""-1""","tvg-id=""x""","tvg-logo=""https://images.pluto.tv/channels/5f6a38eaa5b68b0007a00e7a/colorlogopng.png""","group-title=""x""", sci-fi 2_,http://service-stitcher.clusters.pluto.tv/stitch/hls/channel/5f6a38eaa5b68b0007a00e7a/master.m3u8?advertisingid=&appname=web&appversion=unknown&appstoreurl=&architecture=&buildversion=&clienttime=0&devicednt=0&deviceid=ef4d2891-7255-11eb-a983-9335ded533f7&devicemake=chrome&devicemodel=web&devicetype=web&deviceversion=unknown&includeextendedevents=false&sid=bd9d9781-2910-4dd2-9b1f-a1fd662d0cc3&userid=&serversideads=true
"channel-id=""-1""","tvg-id=""x""","tvg-logo=""https://images.pluto.tv/channels/5f6a38eaa5b68b0007a00e7a/colorlogopng.png""","group-title=""x""", sci-fi 2_,http://service-stitcher.clusters.pluto.tv/stitch/hls/channel/5f6a38eaa5b68b0007a00e7a/master.m3u8?advertisingid=&appname=web&appversion=unknown&appstoreurl=&architecture=&buildversion=&clienttime=0&devicednt=0&deviceid=ef4d2891-7255-11eb-a983-9335ded533f7&devicemake=chrome&devicemodel=web&devicetype=web&deviceversion=unknown&includeextendedevents=false&sid=bd9d9781-2910-4dd2-9b1f-a1fd662d0cc3&userid=&serversideads=true
"channel-id=""-1""","tvg-id=""x""","tvg-logo=""https://images.pluto.tv/channels/5f6a38eaa5b68b0007a00e7a/colorlogopng.png""","group-title=""x""", sci-fi 2_,http://service-stitcher.clusters.pluto.tv/stitch/hls/channel/5f6a38eaa5b68b0007a00e7a/master.m3u8?advertisingid=&appname=web&appversion=unknown&appstoreurl=&architecture=&buildversion=&clienttime=0&devicednt=0&deviceid=ef4d2891-7255-11eb-a983-9335ded533f7&devicemake=chrome&devicemodel=web&devicetype=web&deviceversion=unknown&includeextendedevents=false&sid=bd9d9781-2910-4dd2-9b1f-a1fd662d0cc3&userid=&serversideads=true
"channel-id=""-1""","tvg-id=""x""","tvg-logo=""https://images.pluto.tv/channels/5f6a38eaa5b68b0007a00e7a/colorlogopng.png""","group-title=""x""", sci-fi 2_,http://service-stitcher.clusters.pluto.tv/stitch/hls/channel/5f6a38eaa5b68b0007a00e7a/master.m3u8?advertisingid=&appname=web&appversion=unknown&appstoreurl=&architecture=&buildversion=&clienttime=0&devicednt=0&deviceid=ef4d2891-7255-11eb-a983-9335ded533f7&devicemake=chrome&devicemodel=web&devicetype=web&deviceversion=unknown&includeextendedevents=false&sid=bd9d9781-2910-4dd2-9b1f-a1fd662d0cc3&userid=&serversideads=true
"channel-id=""-1""","tvg-id=""x""","tvg-logo=""https://images.pluto.tv/channels/5f6a38eaa5b68b0007a00e7a/colorlogopng.png""","group-title=""x""", sci-fi 2_,http://service-stitcher.clusters.pluto.tv/stitch/hls/channel/5f6a38eaa5b68b0007a00e7a/master.m3u8?advertisingid=&appname=web&appversion=unknown&appstoreurl=&architecture=&buildversion=&clienttime=0&devicednt=0&deviceid=ef4d2891-7255-11eb-a983-9335ded533f7&devicemake=chrome&devicemodel=web&devicetype=web&deviceversion=unknown&includeextendedevents=false&sid=bd9d9781-2910-4dd2-9b1f-a1fd662d0cc3&userid=&serversideads=true
"channel-id=""-1""","tvg-id=""x""","tvg-logo=""https://images.pluto.tv/channels/5f6a38eaa5b68b0007a00e7a/colorlogopng.png""","group-title=""x""", sci-fi 2_,http://service-stitcher.clusters.pluto.tv/stitch/hls/channel/5f6a38eaa5b68b0007a00e7a/master.m3u8?advertisingid=&appname=web&appversion=unknown&appstoreurl=&architecture=&buildversion=&clienttime=0&devicednt=0&deviceid=ef4d2891-7255-11eb-a983-9335ded533f7&devicemake=chrome&devicemodel=web&devicetype=web&deviceversion=unknown&includeextendedevents=false&sid=bd9d9781-2910-4dd2-9b1f-a1fd662d0cc3&userid=&serversideads=true
"channel-id=""-1""","tvg-id=""x""","tvg-logo=""https://i.postimg.cc/1xdvjp8v/mtv_animaciones.png""","group-title=""x""", mtv animaciones_,http://service-stitcher.clusters.pluto.tv/stitch/hls/channel/5efb8ce2e426140007c78fd1/master.m3u8?advertisingid=&appname=web&appversion=unknown&appstoreurl=&architecture=&buildversion=&clienttime=0&devicednt=0&deviceid=bff27172-6307-11eb-b3fa-019cb96f121b&devicemake=chrome&devicemodel=web&devicetype=web&deviceversion=unknown&includeextendedevents=false&sid=5ee82024-6fd5-4fd7-b68f-606316a1738b&userid=&serversideads=true
"channel-id=""-1""","tvg-id=""x""","tvg-logo=""https://i.postimg.cc/1xdvjp8v/mtv_animaciones.png""","group-title=""x""", mtv animaciones_,http://service-stitcher.clusters.pluto.tv/stitch/hls/channel/5efb8ce2e426140007c78fd1/master.m3u8?advertisingid=&appname=web&appversion=unknown&appstoreurl=&architecture=&buildversion=&clienttime=0&devicednt=0&deviceid=bff27172-6307-11eb-b3fa-019cb96f121b&devicemake=chrome&devicemodel=web&devicetype=web&deviceversion=unknown&includeextendedevents=false&sid=5ee82024-6fd5-4fd7-b68f-606316a1738b&userid=&serversideads=true
